Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
SZ_maxerror_7_medaka	1	5110784	99.83611%	0.982	0.921	0.799	0.752	0.482	0.333
LFZip_maxerror_8_flye	1	5096449	99.59878499999999%	0.907	0.635	0.258	0.158	0.005	0.026
LFZip_maxerror_8_rebaler	1	5097365	99.61072999999999%	0.937	0.692	0.457	0.449	0.190	0.325
LFZip_maxerror_8_medaka	1	5110382	99.82613%	0.980	0.912	0.785	0.723	0.550	0.308
SZ_maxerror_8_flye	1	5096607	99.60478%	0.909	0.640	0.255	0.126	0.009	0.000
SZ_maxerror_8_rebaler	1	5097663	99.61919%	0.936	0.692	0.462	0.454	0.176	0.282
SZ_maxerror_8_medaka	1	5110502	99.82813%	0.980	0.918	0.787	0.754	0.541	0.308
LFZip_maxerror_9_flye	1	5095110	99.57303%	0.898	0.613	0.245	0.131	0.000	0.026
LFZip_maxerror_9_rebaler	1	5096249	99.580915%	0.929	0.676	0.458	0.483	0.183	0.209
LFZip_maxerror_9_medaka	1	5110021	99.81716%	0.978	0.903	0.777	0.709	0.495	0.231
SZ_maxerror_9_flye	1	5095235	99.574955%	0.900	0.609	0.234	0.127	0.014	0.000
SZ_maxerror_9_rebaler	1	5096407	99.59036%	0.932	0.679	0.456	0.481	0.182	0.175
SZ_maxerror_9_medaka	1	5110042	99.81818%	0.978	0.904	0.769	0.729	0.462	0.125
LFZip_maxerror_10_flye	1	5093956	99.553125%	0.891	0.597	0.211	0.121	0.014	0.000
LFZip_maxerror_10_rebaler	1	5095622	99.557625%	0.927	0.677	0.429	0.461	0.195	0.205
LFZip_maxerror_10_medaka	1	5109546	99.8102%	0.975	0.892	0.751	0.747	0.471	0.175
SZ_maxerror_10_flye	1	5093733	99.540615%	0.887	0.596	0.222	0.116	0.000	0.050
SZ_maxerror_10_rebaler	1	5095383	99.565505%	0.924	0.668	0.445	0.455	0.147	0.200
SZ_maxerror_10_medaka	1	5109470	99.80918%	0.975	0.893	0.759	0.716	0.453	0.179
