Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
LFZip_maxerror_5_medaka	1	5112017	99.90304%	0.991	0.967	0.885	0.846	0.615	0.385
SZ_maxerror_5_flye	1	5100270	99.71069%	0.938	0.687	0.285	0.139	0.000	0.000
SZ_maxerror_5_rebaler	1	5102592	99.76548%	0.966	0.751	0.513	0.502	0.186	0.128
SZ_maxerror_5_medaka	1	5112154	99.90303%	0.991	0.966	0.883	0.839	0.665	0.350
LFZip_maxerror_6_flye	1	5099765	99.69575%	0.934	0.675	0.278	0.120	0.009	0.000
LFZip_maxerror_6_rebaler	1	5102227	99.7565%	0.964	0.738	0.512	0.509	0.185	0.359
LFZip_maxerror_6_medaka	1	5111955	99.90004%	0.991	0.966	0.874	0.831	0.626	0.333
SZ_maxerror_6_flye	1	5099771	99.69873%	0.934	0.675	0.267	0.132	0.005	0.000
SZ_maxerror_6_rebaler	1	5102469	99.75649%	0.964	0.742	0.501	0.531	0.185	0.308
SZ_maxerror_6_medaka	1	5111950	99.89904%	0.992	0.963	0.877	0.835	0.635	0.282
LFZip_maxerror_7_flye	1	5099237	99.691315%	0.930	0.670	0.253	0.126	0.005	0.000
LFZip_maxerror_7_rebaler	1	5102064	99.74452%	0.964	0.741	0.497	0.512	0.141	0.256
LFZip_maxerror_7_medaka	1	5111837	99.89804%	0.991	0.962	0.872	0.818	0.604	0.385
SZ_maxerror_7_flye	1	5099037	99.69031000000001%	0.930	0.664	0.255	0.129	0.000	0.000
SZ_maxerror_7_rebaler	1	5101912	99.74358%	0.962	0.735	0.498	0.509	0.181	0.316
SZ_maxerror_7_medaka	1	5111752	99.90203%	0.991	0.960	0.872	0.825	0.595	0.385
LFZip_maxerror_8_flye	1	5098297	99.668935%	0.923	0.648	0.236	0.115	0.005	0.000
LFZip_maxerror_8_rebaler	1	5101428	99.7376%	0.960	0.722	0.493	0.486	0.223	0.275
LFZip_maxerror_8_medaka	1	5111564	99.90004%	0.991	0.958	0.861	0.807	0.621	0.385
SZ_maxerror_8_flye	1	5098199	99.66345%	0.922	0.653	0.235	0.095	0.005	0.000
SZ_maxerror_8_rebaler	1	5101455	99.73853%	0.960	0.724	0.493	0.491	0.189	0.231
SZ_maxerror_8_medaka	1	5111535	99.89904%	0.990	0.955	0.865	0.812	0.604	0.350
LFZip_maxerror_9_flye	1	5097313	99.650965%	0.917	0.631	0.213	0.105	0.000	0.000
LFZip_maxerror_9_rebaler	1	5100844	99.72162%	0.956	0.715	0.482	0.501	0.205	0.350
LFZip_maxerror_9_medaka	1	5111346	99.89306%	0.990	0.951	0.857	0.798	0.606	0.282
SZ_maxerror_9_flye	1	5097183	99.64254%	0.915	0.629	0.215	0.101	0.005	0.000
SZ_maxerror_9_rebaler	1	5100826	99.7167%	0.956	0.715	0.481	0.525	0.182	0.325
SZ_maxerror_9_medaka	1	5111359	99.89006%	0.991	0.947	0.849	0.811	0.604	0.333
LFZip_maxerror_10_flye	1	5095929	99.617285%	0.905	0.609	0.195	0.086	0.005	0.000
LFZip_maxerror_10_rebaler	1	5100199	99.70775%	0.953	0.710	0.475	0.506	0.144	0.231
LFZip_maxerror_10_medaka	1	5110975	99.88805%	0.989	0.942	0.833	0.803	0.609	0.282
SZ_maxerror_10_flye	1	5095884	99.623235%	0.903	0.607	0.204	0.085	0.005	0.000
SZ_maxerror_10_rebaler	1	5100130	99.70375%	0.952	0.709	0.474	0.502	0.109	0.256
SZ_maxerror_10_medaka	1	5110998	99.88605%	0.989	0.940	0.839	0.796	0.556	0.231
