Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
SZ_maxerror_4_medaka	1	5111400	99.94801%	0.995	0.984	0.932	0.843	0.614	0.359
LFZip_maxerror_5_flye	1	5108157	99.87711%	0.985	0.900	0.689	0.428	0.073	0.000
LFZip_maxerror_5_rebaler	1	5107956	99.88411%	0.988	0.915	0.762	0.559	0.262	0.231
LFZip_maxerror_5_medaka	1	5111321	99.94401%	0.996	0.981	0.930	0.825	0.602	0.308
SZ_maxerror_5_flye	1	5108124	99.87811%	0.985	0.899	0.680	0.434	0.086	0.026
SZ_maxerror_5_rebaler	1	5108015	99.88809%	0.988	0.915	0.751	0.585	0.236	0.103
SZ_maxerror_5_medaka	1	5111287	99.94601%	0.995	0.981	0.927	0.835	0.617	0.425
LFZip_maxerror_6_flye	1	5107740	99.86913%	0.983	0.888	0.667	0.429	0.123	0.000
LFZip_maxerror_6_rebaler	1	5107725	99.88511%	0.986	0.912	0.745	0.574	0.268	0.077
LFZip_maxerror_6_medaka	1	5111169	99.94202%	0.995	0.979	0.919	0.823	0.605	0.308
SZ_maxerror_6_flye	1	5107807	99.87014%	0.983	0.893	0.669	0.427	0.104	0.000
SZ_maxerror_6_rebaler	1	5107715	99.88406%	0.986	0.908	0.750	0.556	0.281	0.179
SZ_maxerror_6_medaka	1	5111210	99.94201%	0.995	0.980	0.923	0.823	0.609	0.385
LFZip_maxerror_7_flye	1	5107475	99.86811%	0.980	0.883	0.657	0.390	0.077	0.026
LFZip_maxerror_7_rebaler	1	5107433	99.88111%	0.984	0.901	0.747	0.560	0.234	0.179
LFZip_maxerror_7_medaka	1	5112746	99.93701%	0.995	0.984	0.957	0.889	0.700	0.175
SZ_maxerror_7_flye	1	5107584	99.86513%	0.981	0.884	0.663	0.428	0.086	0.051
SZ_maxerror_7_rebaler	1	5107491	99.88311%	0.986	0.905	0.745	0.563	0.258	0.103
SZ_maxerror_7_medaka	1	5111121	99.94202%	0.995	0.979	0.925	0.832	0.595	0.282
LFZip_maxerror_8_flye	1	5107087	99.85716%	0.979	0.873	0.656	0.406	0.059	0.000
LFZip_maxerror_8_rebaler	1	5107296	99.87312%	0.985	0.897	0.743	0.575	0.217	0.026
LFZip_maxerror_8_medaka	1	5110960	99.93702%	0.994	0.975	0.905	0.836	0.564	0.256
SZ_maxerror_8_flye	1	5107204	99.86415%	0.980	0.873	0.650	0.400	0.050	0.000
SZ_maxerror_8_rebaler	1	5107304	99.87713%	0.984	0.896	0.741	0.559	0.227	0.128
SZ_maxerror_8_medaka	1	5111025	99.94102%	0.994	0.976	0.919	0.838	0.536	0.359
LFZip_maxerror_9_flye	1	5106619	99.85316%	0.975	0.862	0.635	0.377	0.073	0.000
LFZip_maxerror_9_rebaler	1	5106848	99.86814%	0.981	0.889	0.732	0.557	0.200	0.103
LFZip_maxerror_9_medaka	1	5110769	99.93503%	0.992	0.971	0.905	0.824	0.545	0.282
SZ_maxerror_9_flye	1	5106490	99.85018%	0.975	0.860	0.632	0.368	0.050	0.000
SZ_maxerror_9_rebaler	1	5106679	99.85715%	0.981	0.888	0.716	0.537	0.204	0.128
SZ_maxerror_9_medaka	1	5110702	99.93403%	0.993	0.970	0.896	0.810	0.554	0.308
LFZip_maxerror_10_flye	1	5106086	99.83721%	0.973	0.850	0.609	0.360	0.050	0.000
LFZip_maxerror_10_rebaler	1	5106488	99.85117%	0.980	0.880	0.723	0.534	0.218	0.231
LFZip_maxerror_10_medaka	1	5110582	99.92304%	0.992	0.965	0.893	0.808	0.505	0.282
SZ_maxerror_10_flye	1	5106198	99.8382%	0.972	0.854	0.622	0.352	0.036	0.000
SZ_maxerror_10_rebaler	1	5106485	99.85717%	0.980	0.883	0.728	0.553	0.195	0.050
SZ_maxerror_10_medaka	1	5110609	99.92903%	0.992	0.968	0.903	0.808	0.509	0.195
