Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
SZ_maxerror_3_rebaler	3	4640548	99.9925%	0.998	0.995	0.988	0.958	0.931	1.000
SZ_maxerror_3_medaka	3	4640777	99.999%	0.999	0.999	0.998	0.993	0.981	1.000
LFZip_maxerror_4_flye	1	4638435	99.985%	0.998	0.988	0.961	0.894	0.759	0.421
LFZip_maxerror_4_rebaler	1	4638701	99.991%	0.998	0.995	0.984	0.958	0.940	0.895
LFZip_maxerror_4_medaka	1	4638945	99.998%	0.999	0.999	0.997	0.987	0.972	0.947
SZ_maxerror_4_flye	1	4638451	99.98349999999999%	0.997	0.988	0.961	0.896	0.792	0.526
SZ_maxerror_4_rebaler	1	4638692	99.992%	0.998	0.994	0.986	0.962	0.949	0.895
SZ_maxerror_4_medaka	1	4638952	99.998%	0.999	0.999	0.997	0.990	0.981	1.000
LFZip_maxerror_5_flye	3	4640196	99.98349999999999%	0.997	0.986	0.958	0.893	0.741	0.474
LFZip_maxerror_5_rebaler	3	4640498	99.9905%	0.998	0.995	0.983	0.965	0.940	0.842
LFZip_maxerror_5_medaka	3	4640670	99.998%	0.999	0.999	0.997	0.989	0.986	0.947
SZ_maxerror_5_flye	1	4638363	99.982%	0.997	0.986	0.958	0.886	0.750	0.474
SZ_maxerror_5_rebaler	1	4638640	99.98949999999999%	0.997	0.993	0.985	0.956	0.931	0.737
SZ_maxerror_5_medaka	1	4638946	99.998%	0.999	0.999	0.998	0.986	0.968	0.895
LFZip_maxerror_6_flye	1	4638305	99.98%	0.997	0.983	0.951	0.876	0.751	0.368
LFZip_maxerror_6_rebaler	1	4638639	99.99%	0.997	0.993	0.984	0.956	0.940	0.900
LFZip_maxerror_6_medaka	1	4638941	99.998%	0.999	0.999	0.997	0.988	0.981	1.000
SZ_maxerror_6_flye	1	4638296	99.981%	0.997	0.985	0.952	0.877	0.750	0.526
SZ_maxerror_6_rebaler	1	4638615	99.9885%	0.997	0.992	0.983	0.961	0.944	0.895
SZ_maxerror_6_medaka	1	4638925	99.998%	0.999	0.999	0.996	0.985	0.977	0.947
LFZip_maxerror_7_flye	1	4638189	99.976505%	0.996	0.981	0.946	0.856	0.704	0.474
LFZip_maxerror_7_rebaler	1	4638562	99.986%	0.997	0.992	0.982	0.957	0.931	0.789
LFZip_maxerror_7_medaka	1	4638934	99.998%	0.999	0.999	0.996	0.986	0.977	1.000
SZ_maxerror_7_flye	1	4638188	99.977%	0.996	0.980	0.946	0.874	0.718	0.421
SZ_maxerror_7_rebaler	1	4638571	99.988%	0.997	0.992	0.980	0.964	0.917	0.895
SZ_maxerror_7_medaka	1	4638933	99.997%	0.999	0.999	0.997	0.986	0.981	0.947
LFZip_maxerror_8_flye	1	4637987	99.97301%	0.995	0.977	0.936	0.853	0.708	0.368
LFZip_maxerror_8_rebaler	1	4638517	99.986%	0.996	0.991	0.978	0.955	0.903	0.895
LFZip_maxerror_8_medaka	1	4638923	99.997%	0.999	0.999	0.996	0.980	0.963	0.947
SZ_maxerror_8_flye	2	4638062	99.97301%	0.995	0.978	0.939	0.849	0.681	0.263
SZ_maxerror_8_rebaler	2	4638470	99.9855%	0.996	0.991	0.979	0.948	0.931	0.789
SZ_maxerror_8_medaka	2	4638902	99.997%	0.999	0.998	0.995	0.986	0.972	0.895
LFZip_maxerror_9_flye	1	4637875	99.96901%	0.994	0.975	0.931	0.834	0.644	0.421
LFZip_maxerror_9_rebaler	1	4638355	99.981%	0.995	0.990	0.976	0.945	0.907	0.789
LFZip_maxerror_9_medaka	1	4638865	99.996%	0.999	0.998	0.994	0.979	0.940	0.895
SZ_maxerror_9_flye	1	4637883	99.96801%	0.994	0.974	0.934	0.832	0.667	0.263
SZ_maxerror_9_rebaler	1	4638378	99.982%	0.995	0.992	0.976	0.941	0.880	0.789
SZ_maxerror_9_medaka	1	4638881	99.99549999999999%	0.999	0.998	0.993	0.971	0.968	0.895
LFZip_maxerror_10_flye	1	4637638	99.96251000000001%	0.992	0.967	0.914	0.811	0.625	0.316
LFZip_maxerror_10_rebaler	1	4638300	99.979%	0.995	0.989	0.970	0.948	0.926	0.842
LFZip_maxerror_10_medaka	1	4638865	99.995%	0.999	0.998	0.992	0.974	0.968	0.947
SZ_maxerror_10_flye	1	4637613	99.96101%	0.992	0.965	0.912	0.808	0.606	0.316
SZ_maxerror_10_rebaler	1	4638216	99.977%	0.994	0.988	0.972	0.940	0.884	0.842
SZ_maxerror_10_medaka	1	4638866	99.995%	0.999	0.998	0.991	0.973	0.958	0.800
