Assembly	num_contigs	total_length	identity	4mer_acc	5mer_acc	6mer_acc	7mer_acc	8mer_acc	9mer_acc
LFZip_maxerror_7_medaka	1	2902051	99.994%	1.000	0.999	0.996	0.971	0.674	0.600
SZ_maxerror_7_flye	1	2901619	99.978%	1.000	0.996	0.973	0.845	0.221	0.000
SZ_maxerror_7_rebaler	1	2901652	99.982%	1.000	0.996	0.974	0.881	0.368	0.200
SZ_maxerror_7_medaka	1	2902042	99.992%	1.000	0.999	0.996	0.972	0.653	0.400
LFZip_maxerror_8_flye	1	2901567	99.977%	0.999	0.995	0.968	0.831	0.211	0.000
LFZip_maxerror_8_rebaler	1	2901630	99.97701%	1.000	0.995	0.971	0.868	0.358	0.200
LFZip_maxerror_8_medaka	1	2902037	99.992%	1.000	0.999	0.994	0.966	0.615	0.600
SZ_maxerror_8_flye	1	2901521	99.97401%	1.000	0.995	0.968	0.816	0.158	0.000
SZ_maxerror_8_rebaler	1	2901595	99.978%	1.000	0.994	0.971	0.865	0.316	0.400
SZ_maxerror_8_medaka	1	2902020	99.993%	1.000	0.999	0.995	0.964	0.600	0.400
LFZip_maxerror_9_flye	1	2901480	99.97401%	0.999	0.994	0.963	0.814	0.168	0.000
LFZip_maxerror_9_rebaler	1	2901595	99.977%	1.000	0.994	0.971	0.862	0.326	0.400
LFZip_maxerror_9_medaka	1	2902029	99.992%	1.000	0.999	0.994	0.964	0.642	0.600
SZ_maxerror_9_flye	1	2901461	99.97201%	0.999	0.993	0.964	0.797	0.189	0.000
SZ_maxerror_9_rebaler	1	2901575	99.974%	1.000	0.995	0.970	0.855	0.358	0.400
SZ_maxerror_9_medaka	1	2902031	99.992%	1.000	0.999	0.994	0.958	0.615	0.600
LFZip_maxerror_10_flye	1	2901414	99.97101%	0.999	0.993	0.959	0.792	0.084	0.000
LFZip_maxerror_10_rebaler	1	2901524	99.975%	0.999	0.994	0.965	0.854	0.323	0.000
LFZip_maxerror_10_medaka	1	2901990	99.991%	1.000	0.999	0.992	0.955	0.579	0.400
SZ_maxerror_10_flye	1	2901406	99.97101%	0.999	0.993	0.957	0.793	0.116	0.000
SZ_maxerror_10_rebaler	1	2901507	99.97401%	0.999	0.994	0.963	0.853	0.284	0.200
SZ_maxerror_10_medaka	1	2902006	99.993%	1.000	0.999	0.994	0.960	0.611	0.200
